ID,Group,Category,Priority,Status,Description,Use Case
REQ-255,"11. Platform, Infrastructure & Delivery",Testing & Quality,MUST,Available,"Unit tests must mock all external components (databases, Trino, Redis, HTTP endpoints, file system where applicable). No unit test should require a running external service.",Unit tests that mock all external components run fast and independently of any running infrastructure.
REQ-294,"11. Platform, Infrastructure & Delivery",Installer & Packaging,MUST,Available,"The distribution must be fully airgap-capable. No outbound network calls at install time or first launch. All container images are bundled inside the app and loaded via `ctr images import`. Image references in docker-compose use digests, not tags. Suitable for enterprise environments with no internet access.",Fully airgapped bundle lets enterprises in no-internet environments install and run Provisa from local media.
REQ-302,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,SHOULD,Available,"OpenTelemetry (OTel) instrumentation across all Provisa components — traces, metrics, and logs exported via OTLP. Covers: FastAPI app, GraphQL compiler, SQL executor, Trino driver, admin GraphQL API, Arrow Flight server, cache layer, MV subsystem, discovery pipeline, and all source adapters. Structured log emission with trace_id/span_id correlation.","OTel instrumentation across all components gives operators unified traces, metrics, and logs in one backend."
REQ-303,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,SHOULD,Available,"OTel integration via opentelemetry-sdk, opentelemetry-instrumentation-fastapi, opentelemetry-instrumentation-httpx, and OTLP exporter. Auto-instrumentation applies to FastAPI and httpx. Manual span/metric instrumentation at: compile_query, execute_trino, execute_direct, handle_api_query, cache check/store, MV rewrite, RLS inject, masking inject. Export endpoint configured via environment variable (default: `http://localhost:4317`).",Auto-instrumentation of FastAPI and httpx combined with manual spans gives full request visibility end-to-end.
REQ-330,"11. Platform, Infrastructure & Delivery",Infrastructure & Observability,MAY,Available,Development observability stack available in docker-compose under `observability` profile (opt-in). OTel Collector receives OTLP on 4317/4318 and exports metrics to Prometheus and traces to Tempo. Grafana on port 3100 with Prometheus and Tempo datasources pre-provisioned and a Provisa dashboard included. Provisa app configured via `OTEL_EXPORTER_OTLP_ENDPOINT` env var (default: `http://localhost:4317`).,"Opt-in observability stack with OTel, Prometheus, Tempo, and Grafana lets developers debug performance locally."
REQ-528,"11. Platform, Infrastructure & Delivery",Infrastructure,SHOULD,Available,The path to the Provisa config file is controlled by the `PROVISA_CONFIG` environment variable (default: `config/provisa.yaml`).,Configurable config path lets operators run multiple Provisa instances with different configs on the same host.
REQ-539,"11. Platform, Infrastructure & Delivery",Infrastructure,MUST,Available,The `GET /health` (or `HEAD /health`) and `GET /setup/status` endpoints are always unauthenticated — they bypass the `Authorization: Bearer` requirement even when an auth provider is configured. All other endpoints require authentication when `auth.provider` is set.,"Unauthenticated health and setup-status endpoints let load balancers, orchestrators, and first-run UIs check server availability without credentials."
REQ-545,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,SHOULD,Available,Provisa runs two independent OTLP export paths: the operator's internal collector and an optional Provisa support endpoint. Each path has its own telemetry filter configuration and applies independently.,Independent export paths let operators share diagnostic telemetry with Provisa support while maintaining separate redaction policies for their internal collector.
REQ-546,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,MUST,Available,Telemetry filters run inside a wrapping `_FilteringExporter` before spans leave the process. Original span objects are never mutated — filtering operates on copies.,Non-mutating span filtering ensures telemetry redaction cannot corrupt spans in the internal pipeline.
REQ-547,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,MUST,Available,"SQL literal redaction defaults to `true` on the support telemetry path (`support_telemetry_filter.redact_sql_literals`), ensuring query data is not shared with Provisa support by default.",Default-on SQL redaction on the support path protects sensitive query data without requiring operator configuration.
REQ-548,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,MUST,Available,"The Provisa support OTLP endpoint (`support_endpoint` config or `PROVISA_SUPPORT_OTLP_ENDPOINT` env var) is disabled by default. When unset, no telemetry data leaves the operator's infrastructure via this path.",Opt-in support endpoint ensures no data reaches Provisa infrastructure without explicit operator configuration.
REQ-549,"11. Platform, Infrastructure & Delivery",OpenTelemetry Instrumentation,SHOULD,Available,"Provisa auto-detects OTLP transport from the endpoint URL scheme: `http://` or `https://` schemes use OTLP/HTTP with `/v1/traces`, `/v1/metrics`, and `/v1/logs` path suffixes appended automatically; any other scheme uses OTLP/gRPC with insecure mode.",URL-scheme-based transport detection lets operators configure the OTLP endpoint without a separate transport config field.
REQ-558,"11. Platform, Infrastructure & Delivery",Infrastructure,SHOULD,Available,The development backend API (`uvicorn main:app`) listens on port 8001 when launched via `start-ui.sh` or manually. The AppImage and installer paths use port 8000 as the default.,Consistent port convention between dev and production paths prevents connection errors when switching environments.
REQ-559,"11. Platform, Infrastructure & Delivery",Infrastructure,SHOULD,Available,The `start-ui.sh` script starts the Vite UI dev server on port 3000. The production installer serves the UI via `provisa/ui_server.py` on port 3000.,Fixed port 3000 for the UI dev server ensures developers can rely on a consistent URL during local development.
REQ-560,"11. Platform, Infrastructure & Delivery",Installer & Packaging,SHOULD,Available,The Provisa API default port is 8000 in AppImage/installer/Kubernetes deployments (configurable via `--api-port` wizard prompt or `api_port` in config). The Arrow Flight server listens on port 8815 by default.,Documented default ports let operators configure firewalls and load balancers without reading source code.
REQ-561,"11. Platform, Infrastructure & Delivery",Installer & Packaging,MUST,Available,"In a multi-node AppImage deployment, secondary nodes run only the Provisa API and a federation engine worker. Singleton stateful services (PostgreSQL, PgBouncer, MinIO, Redis) run exclusively on the primary node.",Clear primary/secondary service split prevents operators from accidentally running duplicate stateful services that would cause data inconsistency.
REQ-562,"11. Platform, Infrastructure & Delivery",Installer & Packaging,MUST,Available,"In a multi-node deployment, secondary Provisa API instances are stateless and read all configuration (sources, tables, relationships, roles, RLS rules) from the primary node's PostgreSQL database at startup. No manual config sync between nodes is required.","Stateless secondary nodes reading from a single PostgreSQL source ensures all API nodes serve identical, authoritative configuration without synchronization overhead."
REQ-563,"11. Platform, Infrastructure & Delivery",Installer & Packaging,SHOULD,Available,The AppImage first-launch in `--non-interactive` mode installs a systemd unit (`/etc/systemd/system/provisa.service`) so Provisa starts automatically on boot. The AppImage generates credentials during first-launch and writes them to `~/.provisa/config.yaml`.,Systemd integration and auto-generated credentials enable unattended cloud-init and Terraform provisioning without manual post-install steps.
